,abst,auth,sect_abs,title
613,"Numerous studies have shown that relational  studies of mathematical abilities are largely devoted to investigations of dyscalculia, a disorder that includes deficits in mathematical abilities (Rotzer et al., 2008; Rykhlevskaia et al., 2009), or functional studies of mathematical computation tasks (Davis et al., 2009). This study sought to explore structural correlates of high math ability. Previous research has demonstrated rather discrete regions of activation during functional imaging tasks associated with math processing, specifically the intraparietal sulcus (IPS) and the superior parietal lobule (SPL)(Ansari, 2008). We hypothesized that individuals with high math abilities would have increased grey matter in the parietal lobe, corresponding with regions demonstrated to be active during functional imaging experiments. We utilized optimized Voxel-based morpohometry (VBM) (Good et al., 2001) to compare high math individuals (N=23) to normal healthy controls (N=23) matched on age, sex, and full scale intelligence quotient (FSIQ). High math ability was determined by performance (>95th %ile) on the GRE, ACT, or SAT while FSIQ was assessed by the Wechsler Abbreviated Scale of Intelligence (WASI). A two-sample t-test of an ROI limited to the parietal lobe was conducted using SPM5 using total grey matter as a covariate. Multiple areas demonstrated significant increased grey matter (p<.001) in individuals with high mathematical abilities, the largest clusters located in the left IPS and the left SPL. Significant grey matter increases were also seen within the homologous left parietal lobe, with smaller clusters observed. These findings support results from numerous functional studies that implicate the IPS and SPL in mathematical abilities.  complexity and distracting featural or relational information increase the difficulty of analogical reasoning. Both factors interact with age in both the young and old and in patients with damage to prefrontal cortex (PFC). In addition, several functional magnetic resonance imaging (fMRI) studies have suggested that more anterior regions (e.g., frontopolar) of PFC become increasingly active as the relational complexity of analogy problems increases. Likewise, slightly more posterior regions of PFC become increasingly active in the face of distraction by goal-irrelevant relational information. Some behavioral results have suggested that these two factors are additive, with goal-irrelevant relational information having a greater effect on more relationally complex problems, but little is known about the time-course of processing complex relational reasoning problems. In this study, we use scalp electroencephalography (EEG) to monitor brain potentials during performance of geometric analogy problems that vary with respect to both factors. Behaviorally, accuracy decreases and RT increases as relational complexity increases and with the presence of relationally distracting information. In addition, relational complexity and relational distraction interact, with distraction having a larger impact on more relationally complex problems. In a prior visual analogy study, we identified a response-locked event-related potential (ERP) in left prefrontal electrodes that predicted successful analogical mapping when measured late in analogy processing. In the present study, we show that this ERP is modulated by both relational complexity and relational distraction. The present results provide additional support for this ERP as a neural metric of analogical processing.  G106 EXPLORING THE FUNDAMENTAL COGNITIVE COMPONENTS OF HUMAN REASONING Ehsan Shokri Kojori1, Penelope Jones1, Srikant Chari1, Michael "," M Sweis1, Krishna L Bharani1, Robert G Morrison1; 1Loyola University Chicago",G107, RELATIONAL COMPLEXITY AND RELATIONAL DISTRACTION MODULATE RESPONSE-LOCKED EVENT-RELATED POTENTIALS IN ANALOGICAL REASONING M L G
614,"Reasoning has been of historical  interest as one of the most prominent aspects of human cognition. Generally, reasoning can be viewed as the ability to make logical inferences from the surrounding world in novel circumstances (fluid reasoning) or conditions that resemble past experiences (crystallized reasoning). Intelligence scores are heavily affected by reasoning abilities and many standardized tests have been specifically developed to assess individual differences in reasoning abilities. This work is a novel attempt to provide a partialized realization of fundamental cognitive components contributing to various aspects of reasoning performance. A task was designed with three conditions examining Visual Search (VS), Rule Verification (RV) and Rule Generation (RG) processes. Task conditions consisted of 48 trials of visuospatial problems, each with three panels containing 4 geometrical shapes. In VS, participants searched for a shape-change across the panels. In RV, participants verified whether a shape-change followed one of four learned rules. In RG, participants inferred whether a shape-change followed a novel logical rule. Our results indicate that the systematic increase in contributing cognitive components between VS, RV, and RG resulted in consistent decline in performance measured by reaction-time and accuracy. Further, performance on a standard set of reasoning problems (Raven’s Advanced Progressive Matrices) was predicted differentially by the task conditions. Raven’s reaction-time was best predicted by RV followed by RG reaction-times. Raven’s accuracy, however, was predicted by accuracy in RG and VS conditions. Finally, these findings provide insight into a subset of cognitive components accounting for differences in reasoning abilities.  1Loyola University Chicago — Computational models of analogy have frequently relied on explicit relational representations and mechanisms for structured mapping. This approach predicts engagement of the working-memory system directed by the prefrontal cortex (PFC), a prediction generally consistent with patient and neuroimaging studies. More recently, several connectionist models based on the phenomenon of analogical priming have attempted to provide an alternative explanation for 4-term verbal analogies. These models rely on forms of spreading activation and would predict activation more like semantic priming during verbal analogy solving. To test this claim we recorded scalp electroencephalography during a verbal analogy task. In this paradigm, participants initially retrieved the relationship between a first word pair and then received a cue instructing them to either judge a second pair of words for relatedness (semantic only) or alternatively decide whether they formed a valid analogy (analogy) with the first pair. Bunge et al. (2005) previously found that the analogy condition activates left rostrolateral PFC compared to the semantic only condition. In our study we found that event-related potentials (ERPs) of analogy and semantic only trials diverged at the N400 with semantic only trials giving the more negative N400. The amplitude of the analogy N400 predicted participant performance. These results differ from previous studies of visual analogy that have shown only a late response-locked ERP predicting analogical mapping performance. Taken together these results suggest that under some conditions solving verbal analogies may use a mechanism similar to priming rather than that of analogical mapping. ","t G Morrison1, Matthew J Kmiecik1, Krishna L Bharani1;  Motes1,2, Daniel Krawczyk1,2; 1The University of Texas at Dallas, 2The University of Texas Southwestern Medical Center",G108, WHEN ANALOGY IS LIKE PRIMING: THE N400 IN VERBAL ANALOGICAL REASONING G J L
615,"It has been shown that cognitive control, the ability to override competing thoughts and actions in favor of goal directed behavior, is imperative to a child’s ability to resist cognitive interference and foundational to cognitive development. Prior work in adults has shown separable neural systems underlie management of emotional versus non-emotional conflict, but little is known about the independent or overlapping behavioral and neural systems that support the development of different forms of cognitive control in children. Here, we performed two Stroop-like conflict tasks (emotion and nonemotion gender) while children ages 9-13 underwent fMRI scanning. In the emotion task, participants identified the expression of a fearful or happy face while ignoring an overlying emotion word (“fear” or “happy”), which either matched (congruent; C) or conflicted (incongruent; I) with the facial expression. The highly analogous non-emotion task required that participants identify the gender of the male or female face while ignoring an overlying gender word (“male” or “female”). Preliminary analyses of behavioral and neural data has revealed incongruent stimuli results in reaction time (RT) interference (RT for I>C) across material-types, that the effect of adaptation (faster RTs on sequential incongruent trials) was stronger for gender non-emotion trials than emotion trials, and that activity in separate neural regions (rostral anterior cingulate (rACC) and lateral frontal) is associated with emotional versus non-emotional conflict resolution. Thus, our analyses support dissociation of these systems in youth at both the behavioral and neural level. Additionally, our data suggests these systems may follow different maturational timelines.  contrast, achievement goals focusing on challenge and mastery are likely to be associated with persistence and rebound after failure, regardless of gender. In the present study, males and females who primarily identified with either normative (N-bias) or challenge goals (C-bias) participated in a difficult test-feedback-retest math paradigm under non-threat framing. We focused our analysis on event-related potentials (ERPs) to negative accuracy feedback following first-test errors, subsequent engagement with a computerized tutor, and the extent to which this engagement predicted error correction on a surprise retest (i.e., learning). Gender had no effect on either first test performance or learning from the tutor, although females exhibited an enhanced FRN to negative feedback and greater investigation of the tutor. Goals, however, did influence learning. N-biased students fared more poorly at retest than Cbiased students. This poorer rebound from failure was coupled with an enhanced frontal P3 and late positive potential (LPP) to negative feedback, suggesting that heightened attention to failure signals can interfere with successful learning, regardless of gender.  H3 PARAMETRIC DEPICTION OF EARLY AND LATE ANALYSIS OF FEAR IN VARIOUS INTENSITIES: AN ERP STUDY Emily Forscher1, David Rozek2,  College, City University of New York — Achievement in STEM disciplines is  Wen Li1; 1University of Wisconsin-Madison, 2University of Notre Dame — In real life, we experience threat in differing intensities, ranging from a mild threat of confronting an unfriendly face to the extreme threat of facing death. However, a systemic investigation of human responses to varying levels of threat and their underlying neural mechanisms has not yet been performed. Here, combining morphing techniques and brain electrophysiology, we varied the percentage of fear information morphed into a neutral face from 2% to 45% (in increments of 6%) to parametrically delineate early and late analysis of threatening facial emotions, and to associate threat processing with individual affective states. Participants’ fear detection rates across the levels conformed closely to a sigmoid function, and the inflection point (i.e., fear detection threshold) correlated positively with positive affect: increased positive affect reduced sensitivity to fear. Based on the detection threshold, N170 (at P7) revealed differential response to sub- and supra-threshold fearful faces (t = 2.15, p = 0.05). Late positive potentials (500-600 ms) at Pz exhibited a significant linear trend (t= 3.12, p = 0.01), increasing in amplitude with incremental fear intensity. Therefore, early visual responses largely classified these stimuli dichotically into “fear” or “no fear” categories, while later visual analysis appeared to perform a parametric profiling of the amount of fear in the face. These patterns conform to the well-established theories of early “quick-and-dirty” processing and later elaborate analyses of emotion.  not determined by ability alone, but also by social and motivational factors. Recently, there has been considerable focus on the role stereotypes play in handicapping females’ ability to optimally utilize cognitive resources for math problem solving. Although environments that neutralize stereotype threat should theoretically eliminate gender differences, if females hold achievement goals that emphasize comparison of one’s ability to others (normative goals), they may still experience differentially poor outcomes when they perceive that their ability is lacking. In  Limmer1,2, Valerie Voon1,2, Christian Doeller3, Mark Gluck4, Catherine Myers5,6,7, Barbara Sahakian1,2; 1University of Cambridge, 2MRC/Wellcome Trust Behavioural and Clinical Neuroscience Institute, 3Donders Institute for ","  AND  Martin1,2, Stephen 3 2,4 1 Shen , Moriah E. Thomason ; Department of Psychology, Wayne State University, 2Merrill Palmer Skillman Institute, 3Basic Medical Sciences, Wayne State University School of Medicine, 4Department of Pediatrics, Wayne State University School of Medicine",H1, SEPARATE NEURAL SYSTEMS RESOLVE NONEMOTIONAL CONFLICT IN CHILDREN EMOTIONAL AND E.
616,"Achievement in STEM disciplines is  Wen Li1; 1University of Wisconsin-Madison, 2University of Notre Dame — In real life, we experience threat in differing intensities, ranging from a mild threat of confronting an unfriendly face to the extreme threat of facing death. However, a systemic investigation of human responses to varying levels of threat and their underlying neural mechanisms has not yet been performed. Here, combining morphing techniques and brain electrophysiology, we varied the percentage of fear information morphed into a neutral face from 2% to 45% (in increments of 6%) to parametrically delineate early and late analysis of threatening facial emotions, and to associate threat processing with individual affective states. Participants’ fear detection rates across the levels conformed closely to a sigmoid function, and the inflection point (i.e., fear detection threshold) correlated positively with positive affect: increased positive affect reduced sensitivity to fear. Based on the detection threshold, N170 (at P7) revealed differential response to sub- and supra-threshold fearful faces (t = 2.15, p = 0.05). Late positive potentials (500-600 ms) at Pz exhibited a significant linear trend (t= 3.12, p = 0.01), increasing in amplitude with incremental fear intensity. Therefore, early visual responses largely classified these stimuli dichotically into “fear” or “no fear” categories, while later visual analysis appeared to perform a parametric profiling of the amount of fear in the face. These patterns conform to the well-established theories of early “quick-and-dirty” processing and later elaborate analyses of emotion.  not determined by ability alone, but also by social and motivational factors. Recently, there has been considerable focus on the role stereotypes play in handicapping females’ ability to optimally utilize cognitive resources for math problem solving. Although environments that neutralize stereotype threat should theoretically eliminate gender differences, if females hold achievement goals that emphasize comparison of one’s ability to others (normative goals), they may still experience differentially poor outcomes when they perceive that their ability is lacking. In  Limmer1,2, Valerie Voon1,2, Christian Doeller3, Mark Gluck4, Catherine Myers5,6,7, Barbara Sahakian1,2; 1University of Cambridge, 2MRC/Wellcome Trust Behavioural and Clinical Neuroscience Institute, 3Donders Institute for  H2 THE COST OF COMPARISON: NORMATIVE ACHIEVEMENT GOALS MATTER MORE THAN GENDER IN DETERMINING REBOUND FROM FAILURE IN MATH Jennifer Mangels1, Laura Deering1, Catherine Good1; 1Baruch  Cognitive Neuroscience Society — 2012 Annual Meeting "," Emily Forscher1, David Rozek2,  College, City University of New York",H3, PARAMETRIC DEPICTION OF EARLY AND LATE ANALYSIS OF FEAR IN VARIOUS INTENSITIES: AN ERP STUDY
617,"Tuesday, April 3, 8:00 - 10:00 am, Exhibit Hall Brain, Cognition, and Behaviour, Radboud University Nijmegen, The Netherlands, 4Center for Molecular and Behavioral Neuroscience, Rutgers University, Newark, NJ, 5New Jersey Health Care Center, East Orange, NJ, 6 Stress & Motivated Behavior Institute, New Jersey Medical School, Newark, NJ, 7Rutgers University, Newark, NJ — Schwabe and colleagues (2007) proposed that stress functions as a “switch” between the basal ganglia (BG) and hippocampal (HC) memory systems. They observed enhanced BGmediated “habit” learning at the expense of HC-mediated “cognitive” learning in animals and humans resulting from acute, as well as chronic, stress. This theory may be a useful model of obsessive-compulsive disorder (OCD) and its subclinical form (OCS). Several recent studies have documented BG hyperactivity, of which compulsions may be a behavioural manifestation, in individuals with OCD. Impaired HC functioning has also been documented, though inconsistently. We propose that Schwabe’s theory accounts for these seemingly unrelated findings. We furthermore propose that there are several acute and chronic stressrelated features of OCD/OCS that may “flip the switch” between the BG and HC memory systems (e.g. hyperactivity of the hypothalamic-pituitary-adrenal axis). In the present study, acute stress was induced with the socially evaluated cold-pressor test and assessed via salivary cortisol; chronic stress was assessed via questionnaire. Then, a probabilistic reversal task and an object-location memory task, both of which can be performed using either a HC or BG learning strategy, were administered to individuals with and without OCS. Preliminary results indicate impaired hippocampal functioning and increased use of BG strategies in individuals with OCS – effects that were exacerbated by acute stress. These results suggest that stress interacts with obsessive-compulsive symptomology to enhance BG functioning at the direct expense of HC functioning. ",inifred  205  Poster Session H,H4, STOP FLIPPING THE SWITCH: STRESS MODULATES THE USE OF BASAL GANGLIA- AND HIPPOCAMPUS-MEDIATED LEARNING STRATEGIES IN SUBCLINICAL OBSESSIVE-COMPULSIVE DISORDER H
618,"Memory  for emotionally salient or central stimuli in emotional scenes is frequently enhanced at the expense of background, peripheral information. This phenomenon, known as the emotional memory trade-off effect, has been used widely as a paradigm for examining how emotion biases memory encoding processes. A leading account of this trade-off effect is that it results from attentional capture by central emotional components, leaving reduced attentional resources available to encode background information. However, other non-affective factors such as distinctiveness may also capture attention and induce a memory trade-off, though these factors have received relatively little attention. We examined the roles of emotional arousal, valence, and distinctiveness in the memory trade-off effect for complex scenes. During encoding, participants viewed scenes consisting of a central object (either negative, positive, neutral, or visually distinctive but emotionally neutral) against neutral backgrounds. Eye-tracking data was collected to assess attention at encoding. After a 24-hour delay, participants returned for an unannounced recognition test. Participants fixated more on emotional and distinctive objects than neutral objects, and fixations to the scene backgrounds was correspondingly decreased for emotional and distinctive objects. As predicted, a recognition memory tradeoff occurred for both distinctive objects and emotional objects, relative to neutral objects, and this trade-off was most marked for high-confidence recognition judgments. Our findings suggest that both distinctiveness and emotional characteristics can induce a memory trade-off effect, and point to the importance of separately assessing the contributions of both factors when examining cognitive and neural mechanisms underlying the memory trade-off effect. ","rolina Campanella1, Stephan Hamann1; 1Emory University, Atlanta GA",H5," EXAMINING THE EFFECT OF AROUSAL, VALENCE, AND DISTINCTIVENESS UPON MEMORY TRADE-OFFS GA"
619,"The allocation of spatial attention towards threatening stimuli is an important aspect of the fear response, which can occur automatically without conscious awareness. Functional neuroimaging research has linked this behavior to a network comprised of the amygdala, anterior cingulate cortex (ACC), and visual cortex. Currently, it is unclear how variability in underlying brain morphometry may relate to individual differences in attention bias to threat. We performed two experiments collecting whole-brain structural magnetic resonance images and dot-probe data measuring individuals’ attention bias to backward masked fearful faces. Voxel-based morphometry was used to assess gray matter volume. We hypothesized that reduced gray matter within the amygdala and ACC would be associated with reduced attention bias to threat. In Experiment 1 (N=42), we found that backward masked fearful faces captured spatial attention and that larger ACC gray matter volumes were associated with greater nonconscious attention bias to fearful faces. In Experiment 2 (N=12), we replicated this association in an independent sample. In sum, we provide both initial and replicating evidence that ACC gray matter volume is correlated with biased attention to nonconscious threat. We demonstrate for the first time that variability in affective attention bias is associated with ACC morphometry. Given that elevated attention bias to threat is associated with anxiety, future research needs to explore the underlying brain morphometry associated with attention bias in anxious populations. ","hua Carlson1,  Felix Beacher1, Karen Reinke2, Reza Habib3, Eddie Harmon-Jones4, Greg  206  Hajcak1; 1Stony Brook University, 2University of Illinois Springfield, 3Southern Illinois University Carbondale, 4Texas A&M",H6, ANTERIOR CINGULATE CORTEX GRAY MATTER VOLUME CORRELATES WITH NONCONSCIOUS ATTENTION BIAS TO THREAT A&M
620,"We used event-  related potentials to investigate the processing of pleasant, unpleasant, and neutral words that were either high or low in arousal. In a previous study, we demonstrated that when emotion is not task relevant, a late positive component (thought to reflect sustained evaluations of emotional stimuli) is modulated by arousal, but not by valence: its amplitude was larger to high than low arousal words, regardless of whether they were pleasant, unpleasant, or neutral. But when arousal was matched, its amplitude was the same across the three valence conditions. These findings suggest that, when emotion was irrelevant, sustained evaluations were triggered by the inherent arousing properties of the words, rather than their emotional valence. We asked whether this was also true when participants overtly attended to valence. We presented the same 468 single words to 22 new participants as they rated each word as pleasant, unpleasant, or neutral. Word groups were carefully matched on concreteness, frequency, word length, and other lexical properties. In contrast to the previous study, the late positivity showed no difference between the high and low arousal words. Instead, it showed a robust effect of valence, with pleasant and unpleasant words eliciting a larger positivity than the neutral words. Taken together, our two studies demonstrate that the late positivity is a dynamic indicator of immediate emotional relevance, and is not directly connected to either valence or arousal. "," Nathaniel Delaney-Busch1, Gianna Wilkie1, Ju  Hyung Kim1, Ann Yacoubian1, Gina Kuperberg1,2; 1Tufts University, 2Martinos Center for Biomedical Imaging, Mass General Hospital",H7, VALENCE EVALUATIONS OVERRIDE INNATE SALIENCE OF HIGHAROUSAL WORDS: THE LATE POSITIVITY AS A DYNAMIC MEASURE OF EMOTIONAL RELEVANCE
621,"Peo-  ple’s capacity to recognize a behavior as intentional is a central component of human social cognition. This capacity plays a crucial role in moral judgment. To characterize real time neural processing underpinning moral computations, high-density event-related potentials were measured in participants while they perceived short visual scenarios depicting intentional and accidental harm done to others. Brain microstate analysis revealed a total of six time periods of stability that significantly differed both in timing and location for intentional harm and accidental harm. The former was significantly distinguished from  Cognitive Neuroscience Society — 2012 Annual Meeting  Tuesday, April 3, 8:00 - 10:00 am, Exhibit Hall — Poster Session H the latter over two main time periods i.e., from 62 to 120 ms, and from 122 to 180 ms post-stimulus. More precisely, a specific scalp potential field with a current source density maximum in the right posterior superior and medial temporal gyri characterized accidental harm during the first time period; whereas a different scalp topography with a current source density in the right amygdala characterized intentional harm. The fast involvement of these brain regions in differentiating intentional from accidental harm demonstrates that automatic perception of intentionality is a critical input to the perception of moral valence of an action, and seems to precede emotional processes. This study is the first to determine the spatio-temporal dynamic of the neuro-computational processes underlying moral cognition. "," Jean Decety1, Stephanie Ortigue2,3; 1  The University of Chicago, 2University of Geneva, 3Syracuse University",H8, THE SPEED OF MORAL SENSITIVITY
622,"For  emotional pictures with fear-, disgust- or sex-related contents, stimulus size has been shown to potentiate emotion effects in event-related potentials (ERPs), presumably reflecting the enhanced biological impact of larger emotion-inducing pictures. If this is true, size should not enhance emotion effects for written words with symbolic and acquired meaning. Here, we investigated the effect of font size for emotional and neutral words. Emotion effects in ERPs started earlier, were stronger and lasted longer for large relative to small words. These results suggest that emotion-driven facilitation of attention is not necessarily based on biological relevance, but might generalize to stimuli with arbitrary perceptual features. This finding points to the high relevance of written language in today’s society as an important source of emotional meaning. "," Mareike Bayer1, Werner Sommer1, Annekathrin Schacht2; 1Humboldt-Universität zu Berlin, 2University of Göttingen",H9, EMOTION AND ATTENTION IN CORTICAL RESPONSES TO WRITTEN WORDS
623,"It  assumed that emotions are encoded in the face, and that the ability to perceive emotions is inborn, universal, and fundamental. Language is not usually considered to play an important role in emotion perception. We report findings from two patients with semantic dementia that cannot be explained by this “basic emotion” view. These patients, who have substantial deficits in semantic processing abilities following neurodegeneration to the left anterior temporal lobe, were asked to sort a set of scowling, wide-eyed, wrinkle-nosed, frowning, smiling and neutral faces into as many categories as they perceived in the set. Patients could perceive positive or negative feelings in faces but could not perceive discrete emotions like anger, disgust, fear, or sadness, as indicated their piles. Our findings support the alternative hypothesis that emotion words are necessary to transform perceptions of affect (positive/negative feelings) into perceptions of discrete emotion. These findings have important consequences for the science of emotion and interpersonal communication in the global community.  EXECUTIVE PROCESSES: Monitoring & inhibitory control"," Gendron1,4, Kristen A. Lindquist2,3, Lisa  Feldman Barrett2,4, Bradford C. Dickerson2; 1Boston College, 2Harvard Medical School, Massachusetts General Hospital, Martinos Center for is Biomedical Imaging, 3Harvard University, 4Northeastern University",H10, LANGUAGE SHAPES PERCEPTION OF EMOTION: A CASE STUDY OF SEMANTIC DEMENTIA A. C.
624,"In the stop-signal paradigm, previous studies indicated that the latency for processing inhibition signal remains stable, suggesting its independency to the context. In this study, two experiments were conducted to examine two factors for the control of response inhibition, i.e., appearance of stop-signal frequency and motivation (to stop). In Experiment 1, probabilities of stop-signal occurrences were varied in a small range (20%, 30%, and 40%). The go-RTs Cognitive Neuroscience Society — 2012 Annual Meeting  under the three probabilities differ significantly, indicating that subject’s attention was modulated. However, the estimated RTs for processing the stoop-signal were not changed, suggesting the robustness of its independence. The ERP data showed differential P300 effects for the successfulstopping trials (SSTs) and fail-to-stop trials (USSTs). The SSTs elicited a fronto-central P300 (electrode Fz & Cz) effect whereas the USSTs evoked a centro-parietal P300 (electrode Pz) effect. The effect of the USSTs peaked later than that in the SSTs. Moreover, we found an N2-like component occurring only in the USST difference waveform, which behaved more actively in the 20% condition. In the second experiment we included money reward to promote motivation of the subjects for both speeding up the response of the go trials and trying to stop as accurate as possible for every stop-signal. While the go-RT is faster in rewarding condition, there was no difference for the SSRT between the neutral and rewarding condition. The ERP results show obvious N2 effect in USSTs for the rewarding context. "," Hsin-Ju Lee1, Wen-Jui Kuo1; 1Institute of Neuroscience, National Yang-Ming University",H11, THE ROLE OF STOP-SIGNAL PROBABILITY AND MOTIVATION IN A STOPSIGNAL TASK
625,"In recent years, researchers have used the Simon, flanker, switching, and other tasks to measure various components of central executive processing. Previous research has reported that executive processing ability is positively associated with bilingualism and computer gaming. In the current study, 106 participants completed the Simon (yielding a measure of inhibitory control), flanker (yielding a measure of inhibitory control), and switching (yielding measures of both conflict monitoring and switching). The participants also completed the Raven's Test of nonverbal reasoning and a demographic survey containing questions regarding language proficiency, multitasking, video game play, and team sports play. The results yielded highly significant Simon effects, flanker effects, switching costs, and mixing costs. Stepwise regression analysis showed that the magnitude of the Simon effect was inversely related to the participant's Raven's score and the amount of time spent listening to music while doing homework. The magnitude of flanker interference was directly related to the participant's multilingualism score and inversely related to team sports ability. Contrary to previous reports, the former suggests a bilingual disadvantage in executive control of attention. Each of these tasks have been purported to measure executive processing ability. However, the correlations between the magnitudes of these effects are near zero and this holds even for the Simon and flanker effect that are assumed to measure the same executive process (viz., inhibitory control). The absence of significant correlations between tasks questions their use as indices of executive processing in investigations of special populations such as ADD, dementia, or bilingualism. ","NG TASK Oliver  Zack Greenberg1, Kenneth Paap1; 1San Francisco State University",H12," MEASURING INDIVIDUAL COMPONENTS OF EXECUTIVE PROCESSING: EVIDENCE FROM DIVERGENT INTERFERENCE EFFECTS IN THE SIMON TASK, THE FLANKER TASK, AND THE SWITCHING TASK"
626,"The  posterior medial prefrontal cortex (pMFC) is thought to participate in detecting conflict between competing responses. Consistent with this view, pMFC activity in fMRI studies is greater in incongruent than in congruent trials of Stroop-like tasks. However, within each of these trial types, the event-related BOLD signal in adults increases linearly with reaction time (RT). Moreover, conflict-related pMFC activity vanishes after controlling for this “RT-BOLD relationship.” Thus, conflict-related pMFC activity could potentially reflect any process whose recruitment increases with time on task (e.g., sustained attention). Here, we investigated whether this same ambiguity in interpreting pMFC activity is present in children. Although a recent study from our laboratory reported that children did not exhibit a RT-BOLD relationship in the pMFC, brain activity is often more variable in children than in adults. We therefore sought to maximize statistical power in the present study  207  Poster Session H — Tuesday, April 3, 8:00 - 10:00 am, Exhibit Hall by testing a larger sample of children. Participants (35 Obsessive Compulsive Disorder [OCD] and 29 healthy pediatric controls), performed the multi-source interference task while their brain activity was recorded with fMRI. To control for the RT-BOLD relationship in each participant, we contrasted activity in RT-matched congruent and incongruent trials. In both children with OCD and healthy controls, we observed a neural congruency effect and a linear RT-BOLD relationship in the pMFC. Moreover, the effect of congruency on pMFC activity vanished after controlling for this linear relationship. We conclude that, as in adults, conflict-related pMFC activity in children could potentially index any process whose recruitment increases with time on task. "," Kamin Kim1, Joshua Carp1, Kate Fitzgerald1, Stephan Taylor1, Daniel Weissman1; 1University of Michigan",H13, BRAIN ACTIVITY RELATED TO CONFLICT PROCESSING VANISHES IN CHILDREN WITH OCD AND HEALTHY CONTROLS AFTER CONTROLLING FOR THE RT-BOLD RELATIONSHIP.
627,"We sought to delineate the necessary roles of three brain regions in action control, by studying the effects of damage to those regions in humans. Five subjects with damage to right inferior frontal gyrus (rIFG), three with basal ganglia (BG) damage, and five with damage to the dorsomedial prefrontal cortex (DMF) were compared to 8 healthy subjects on a modified flanker task requiring either small or large extent wrist movements to the left or right. The kinematics of correct, erroneous and corrective responses were recorded with high temporal resolution. Choice error detection was indexed by a novel RT measure, based on the hypothesis that more rapid error detection reflects greater error-correct response mismatch: All subjects except those with BG damage exhibited the predicted direct correlation between error RT and error stop, consistent with intact error detection. The BG patients showed the opposite pattern, suggesting that they required a larger degree of error-correct mismatch to detect errors. For extent errors, again all patients except those with BG damage exhibited a direct correlation between the size of the extent error and the time between error stop and correction onset. Thus, the BG but not frontal regions seem critical for both choice and extent error detection. We examined error inhibition by measuring error acceleration and deceleration, finding that BG damage affected both, while DMF damage slowed only deceleration. Those with DMF damage were also slower to correct choice, but not extent errors. RIFG damage did not affect any aspect of error processing. "," eldad hochman1, Seqian Wang1,  Theodore Milner1, Lesley Fellows1; 1McGill university",H14, THE NEUROANATOMY OF ACTION CONTROL: PARSING THE ROLES OF THREE BRAIN REGIONS IN PROCESSING ERRORS OF CHOICE AND ERRORS OF MOVEMENT EXTENT.
628,"The conflict-monitor-  ing hypothesis states that the Gratton effect occurs because conflict from an incongruent trial signals the anterior cingulate to recruit executive processes residing in the dorsolateral prefrontal cortex to optimize performance. Electrophysiological studies assume that the N2 component located over central electrode sites indexes this conflict. An important theoretical question concerns whether the Gratton effect occurs because of increased attention to the relevant dimension or decreased attention to the irrelevant dimension (or both). At a conceptual level, it is difficult to envision how the system could adjust attention to an unperceived feature. Thus, we measured the Gratton effect when subjects were rendered unaware of the irrelevant dimension. ERPs were recorded to look at the N2 component while subjects viewed a task-irrelevant array of randomly moving dots. The dots primed a left or right response because we manipulated the proportion of the dots (i.e., coherence) moving in the same direction. In the aware condition, coherence was 95%. In the the unaware condition, coherence was set individually for each subject. The task was to make a left or right key press when the moving dots changed in color from white to yellow or red. A Gratton effect was observed both when subjects were aware, and unaware, of the direction of motion. Since subjects are unaware of the irrelevant dimension, the Gratton effect must be the result of subjects increasing attention to the relevant dimen-  sion. We discuss implications for the conflict monitoring hypothesis and the allocation of attention in general. ","ris Blais1, George R. Mangun1; 1University of California, Davis",H15, A GRATTON EFFECT IN THE ABSENCE OF AWARENESS OF CONFLICT: EVIDENCE FOR IMPLICIT PERFORMANCE MONITORING R.
629,"We constantly controlling the outcome of our actions in order to detect a possible discrepancy between the expected outcome and the real outcome of our actions. This process of action, or error monitoring allows us to adjust our behavior in order to correct present action or to prevent future errors. The underlying neurophysiologic correlates of error monitoring can be studied with event-related potentials (ERPs, the so called error-related negativity (ERN) and error positivity (Pe), Falkenstein et al., 2001). As altered error monitoring has been described in patients with psychiatric disorders, the use of brain stimulation techniques, like transcranial direct current stimuation (tDCS) might be an interesting approach for future therapeutic strategies. The aim of our study was therefore to investigate whether tDCS is suitable to modulate brain activity related to error monitoring. In our study 48 heathy controls were randomly assigned to three groups, anodal, cathodal or sham stimualtion over the medial prefrontal cortex during execution of an eriskon-flanker task and during simultaneously recording the ERN and PE. We found that cathodal stimulation attenuates the Pe between 200 and 300 ms compared to sham and anondal stimulation. In contrast the ERN was not modulated. We conclude that tDCS can decrease the more concious part of error monitoring processes and might be a considered as a therapeutic tool for anxiety disorder patients to decrease the sensitivity of their error monitoring system. "," Martin Herrmann1, Lisa Bellaïche1; 1University of Wuerzburg",H16, THE MODULATION OF ERROR PROCESSING BY EXPERIMENTALLY INDUCED NEUROPLASTICITY WITH TRANSCRANIAL DIRECT CURRENT STIMULATION (TDCS)
